abandoned	заброшенный
circle	амфитеатр, круг
circuit	кругооборот, окружность
circular	круглый, реклама
circulate	повторяться, передаваться
circulation	кровообращение, тираж
circumference	окружность
circumstances	обстоятельства, условия
circumstance	обстоятельство, условие
circumstantial	обстоятельный, случайный
circus	цирк, арена
citizens	граждане 
citizen	гражданин
city	город
civilization	цивилизация
civil	гражданский
claimed	требуемый 
claims	требования 
claim	требовать
clamour	шум, крики
clamp	складывать, скреплять (не brace)
clank	бряцать, хлопать в ладоши
